site_name,site_url,latitude,longitude,elevation_m,active,date_first,date_last
eucflux,https://phenocam.nau.edu/webcam/sites/eucflux/,-22.96787,-48.72801,750,True,2017-11-26,2026-03-23
exglsnotel,https://phenocam.nau.edu/webcam/sites/exglsnotel/,60.1903,-149.6212,122,False,2013-05-02,2021-06-26
fairmiemingaut1,https://phenocam.nau.edu/webcam/sites/fairmiemingaut1/,47.3165,10.9701,959,True,2023-04-17,2026-03-23
fairmiemingaut2,https://phenocam.nau.edu/webcam/sites/fairmiemingaut2/,47.3166,10.9703,960,True,2023-05-22,2026-03-23
farewellgap,https://phenocam.nau.edu/webcam/sites/farewellgap/,36.453,-118.59,2500,False,2013-05-14,2022-03-22
fernow,https://phenocam.nau.edu/webcam/sites/fernow/,39.0542,-79.6875,650,False,2014-05-01,2015-08-03
flagstaff,https://phenocam.nau.edu/webcam/sites/flagstaff/,35.17962,-111.6049,6983,True,2019-06-17,2026-03-23
flagstaff4,https://phenocam.nau.edu/webcam/sites/flagstaff4/,35.17962,-111.6049,6983,True,2023-08-07,2026-03-13
flagstaff6,https://phenocam.nau.edu/webcam/sites/flagstaff6/,35.17962,-111.6049,6983,True,2024-03-29,2026-03-23
flagstaff7,https://phenocam.nau.edu/webcam/sites/flagstaff7/,35.17962,-111.6049,6983,True,2024-03-30,2026-03-23
flagstaffchimneysprings,https://phenocam.nau.edu/webcam/sites/flagstaffchimneysprings/,35.2573,-111.67854,2250,True,2020-09-02,2026-03-23
flagstafftikee,https://phenocam.nau.edu/webcam/sites/flagstafftikee/,35.17962,-111.6049,6983,True,2025-04-08,2025-07-20
flagstafftikeecamwb,https://phenocam.nau.edu/webcam/sites/flagstafftikeecamwb/,35.17962,-111.6049,6983,True,2025-04-08,2025-12-15
flagstafftikeegray,https://phenocam.nau.edu/webcam/sites/flagstafftikeegray/,35.17962,-111.6049,6983,True,2025-04-08,2025-12-15
flagstafftikeenowb,https://phenocam.nau.edu/webcam/sites/flagstafftikeenowb/,35.17962,-111.6049,6983,True,2025-04-08,2025-12-15
flagstafftikeerawpyauto,https://phenocam.nau.edu/webcam/sites/flagstafftikeerawpyauto/,35.17962,-111.6049,6983,True,2025-04-08,2025-12-15
flagstafftikeewhitepatch,https://phenocam.nau.edu/webcam/sites/flagstafftikeewhitepatch/,35.17962,-111.6049,6983,True,2025-04-08,2025-12-15
flanders,https://phenocam.nau.edu/webcam/sites/flanders/,56.1677,-4.193,20,True,2024-04-04,2026-03-23
forbes,https://phenocam.nau.edu/webcam/sites/forbes/,39.232,-121.2972,360,False,2017-01-25,2023-06-30
forthgr,https://phenocam.nau.edu/webcam/sites/forthgr/,35.3045,25.0743,68,True,2023-03-24,2026-03-23
fortpaynealpasture1,https://phenocam.nau.edu/webcam/sites/fortpaynealpasture1/,34.3824,-85.6428,405,False,2019-11-09,2023-08-06
fortpaynealpasture2,https://phenocam.nau.edu/webcam/sites/fortpaynealpasture2/,34.3824,-85.6447,403,False,2019-11-09,2023-08-11
fortvalleycontrol,https://phenocam.nau.edu/webcam/sites/fortvalleycontrol/,35.2698,-111.7436,2245,True,2025-04-12,2026-02-18
fortvalleyfullrestoration,https://phenocam.nau.edu/webcam/sites/fortvalleyfullrestoration/,35.2682,-111.7446,2245,True,2025-04-12,2025-09-29
frchem,https://phenocam.nau.edu/webcam/sites/frchem/,48.0011,7.8486,324,True,2023-07-04,2026-03-23
freemangrass,https://phenocam.nau.edu/webcam/sites/freemangrass/,29.93,-98.01,243,False,2012-03-13,2014-02-27
freemansavanna,https://phenocam.nau.edu/webcam/sites/freemansavanna/,29.9495,-97.9962,272,False,2014-06-19,2015-04-24
freemanwood,https://phenocam.nau.edu/webcam/sites/freemanwood/,29.94,-97.99,254,False,2012-06-27,2014-03-21
fsbcamera,https://phenocam.nau.edu/webcam/sites/fsbcamera/,51.8928,-8.4954,10,True,2022-09-19,2026-03-23
furmanpheno,https://phenocam.nau.edu/webcam/sites/furmanpheno/,34.9198,-82.4379,351,True,2023-02-28,2026-03-23
gatesofthemountains,https://phenocam.nau.edu/webcam/sites/gatesofthemountains/,46.8262,-111.7107,2387,False,2001-06-05,2019-02-01
gcejuncus,https://phenocam.nau.edu/webcam/sites/gcejuncus/,31.3868,-81.275,4,True,2022-02-01,2026-03-23
gcesapelo,https://phenocam.nau.edu/webcam/sites/gcesapelo/,31.44404,-81.28353,0,True,2013-09-16,2026-03-23
gilberttract,https://phenocam.nau.edu/webcam/sites/gilberttract/,38.0015,-121.6691,6,True,2021-10-01,2026-03-11
glacier,https://phenocam.nau.edu/webcam/sites/glacier/,48.50138,-113.98635,970,False,2008-08-28,2022-03-22
glees,https://phenocam.nau.edu/webcam/sites/glees/,41.3644,-106.2394,3150,True,2015-11-11,2026-01-14
glennorganicrice,https://phenocam.nau.edu/webcam/sites/glennorganicrice/,39.6805,-122.0026,2,False,2021-06-16,2025-01-06
glennrice,https://phenocam.nau.edu/webcam/sites/glennrice/,39.5944,-122.0253,36,False,2020-11-11,2025-01-06
gollwitz1,https://phenocam.nau.edu/webcam/sites/gollwitz1/,52.415,12.684,40,True,2025-09-03,2026-03-23
gollwitz2,https://phenocam.nau.edu/webcam/sites/gollwitz2/,52.3975,12.658,40,True,2025-11-06,2026-03-23
goodnow,https://phenocam.nau.edu/webcam/sites/goodnow/,43.96018,-74.20994,820,True,2014-12-02,2026-03-13
goodwater,https://phenocam.nau.edu/webcam/sites/goodwater/,39.22848,-92.11936,264,True,2015-09-25,2026-03-23
goodwaterbau,https://phenocam.nau.edu/webcam/sites/goodwaterbau/,39.23115,-92.15216,274,True,2018-06-06,2026-03-23
goriz,https://phenocam.nau.edu/webcam/sites/goriz/,42.6634,0.015,2200,False,2022-11-01,2024-02-18
grandballon,https://phenocam.nau.edu/webcam/sites/grandballon/,47.8986,7.1013,1336,True,2024-06-15,2024-08-09
grandcanyon,https://phenocam.nau.edu/webcam/sites/grandcanyon/,36.06,-112.1175,2177,False,2001-11-17,2019-03-27
grandrivergrass,https://phenocam.nau.edu/webcam/sites/grandrivergrass/,40.69587,-94.09086,368,False,2015-08-08,2018-05-15
grandteton,https://phenocam.nau.edu/webcam/sites/grandteton/,43.91502,-110.57804,2054,False,2015-07-29,2021-01-29
grca1pj,https://phenocam.nau.edu/webcam/sites/grca1pj/,36.0241,-112.2211,1978,True,2017-08-20,2026-03-23
greatsaltlake,https://phenocam.nau.edu/webcam/sites/greatsaltlake/,41.0604,-112.1013,1283,True,2024-08-07,2025-12-18
greenfield18nw,https://phenocam.nau.edu/webcam/sites/greenfield18nw/,35.6647,-90.7152,76,True,2023-11-17,2025-09-19
greenfield19nw,https://phenocam.nau.edu/webcam/sites/greenfield19nw/,35.6647,-90.7197,76,True,2023-11-17,2025-09-19
greenridge1,https://phenocam.nau.edu/webcam/sites/greenridge1/,39.6905,-78.4067,285,False,2016-06-17,2023-12-06
greenridge2,https://phenocam.nau.edu/webcam/sites/greenridge2/,39.7025,-78.4638,285,False,2016-06-17,2016-10-24
groundhog,https://phenocam.nau.edu/webcam/sites/groundhog/,48.2174,-82.1555,350,False,2008-10-21,2014-05-17
gscheidegg,https://phenocam.nau.edu/webcam/sites/gscheidegg/,47.5144,14.6745,1690,True,2024-05-27,2026-03-23
gumpenstein,https://phenocam.nau.edu/webcam/sites/gumpenstein/,47.4939,14.1008,710,True,2017-05-21,2026-03-23
gumpenstein2,https://phenocam.nau.edu/webcam/sites/gumpenstein2/,47.4938,14.1009,710,True,2018-04-03,2026-03-23
haha,https://phenocam.nau.edu/webcam/sites/haha/,21.37,-158.17,865,True,2017-10-21,2026-03-23
hakenberg,https://phenocam.nau.edu/webcam/sites/hakenberg/,52.8067,12.8404,40,True,2024-06-19,2026-03-23
hanfordhn1,https://phenocam.nau.edu/webcam/sites/hanfordhn1/,46.4089,-119.275,119,True,2023-11-09,2026-03-23
hartheim1,https://phenocam.nau.edu/webcam/sites/hartheim1/,47.9338,7.5981,201,True,2018-11-05,2026-03-23
hartheim2,https://phenocam.nau.edu/webcam/sites/hartheim2/,47.9338,7.5981,201,True,2018-11-05,2026-03-23
hartheim3,https://phenocam.nau.edu/webcam/sites/hartheim3/,47.9367,7.6006,201,True,2020-09-10,2026-03-23
hartprairie,https://phenocam.nau.edu/webcam/sites/hartprairie/,35.3536,-111.7324,2585,False,2015-07-07,2017-03-30
harvard,https://phenocam.nau.edu/webcam/sites/harvard/,42.5378,-72.1715,340,True,2008-04-04,2026-03-23
harvardbarn,https://phenocam.nau.edu/webcam/sites/harvardbarn/,42.53532,-72.1899,350,True,2011-07-27,2026-03-23
harvardbarn2,https://phenocam.nau.edu/webcam/sites/harvardbarn2/,42.53532,-72.1899,350,True,2011-08-03,2026-03-23
harvardblo,https://phenocam.nau.edu/webcam/sites/harvardblo/,42.5378,-72.1715,340,True,2009-04-01,2026-03-23
harvardchill,https://phenocam.nau.edu/webcam/sites/harvardchill/,42.5356,-72.1896,353,False,2018-08-24,2020-07-16
harvardems2,https://phenocam.nau.edu/webcam/sites/harvardems2/,42.5378,-72.1715,340,True,2021-04-12,2026-03-23
harvardfarmnorth,https://phenocam.nau.edu/webcam/sites/harvardfarmnorth/,42.52047,-72.18224,355,True,2015-11-06,2026-03-23
harvardfarmnorth2,https://phenocam.nau.edu/webcam/sites/harvardfarmnorth2/,42.52047,-72.18224,355,True,2024-10-22,2026-03-23
harvardfarmsouth,https://phenocam.nau.edu/webcam/sites/harvardfarmsouth/,42.52247,-72.18234,355,False,2015-11-06,2024-10-22
harvardgarden,https://phenocam.nau.edu/webcam/sites/harvardgarden/,42.5291,-72.1863,335,False,2016-06-07,2020-11-19
harvardhemlock,https://phenocam.nau.edu/webcam/sites/harvardhemlock/,42.539,-72.18,355,False,2010-06-08,2023-07-21
harvardhemlock2,https://phenocam.nau.edu/webcam/sites/harvardhemlock2/,42.53941,-72.17798,355,True,2015-09-03,2026-03-23
harvardlph,https://phenocam.nau.edu/webcam/sites/harvardlph/,42.542,-72.185,380,False,2010-06-15,2021-07-19
hawbeckereddy,https://phenocam.nau.edu/webcam/sites/hawbeckereddy/,40.6608,-77.84885,310,False,2015-09-24,2019-05-15
heydenhof,https://phenocam.nau.edu/webcam/sites/heydenhof/,53.8682,13.2686,22,True,2021-05-18,2026-03-23
HF_Vivotek,https://phenocam.nau.edu/webcam/sites/HF_Vivotek/,42.5378,-72.1715,340,False,2012-03-21,2021-08-22
hillslough,https://phenocam.nau.edu/webcam/sites/hillslough/,38.2368,-122.0209,2,True,2021-03-12,2026-03-12
hobcawclearcutlongleaf,https://phenocam.nau.edu/webcam/sites/hobcawclearcutlongleaf/,33.3486,-79.232,4,True,2018-12-18,2026-03-23
hobcawghostforest,https://phenocam.nau.edu/webcam/sites/hobcawghostforest/,33.3473,-79.1985,5,True,2025-04-23,2026-03-23
hobcawlongleafunderstory,https://phenocam.nau.edu/webcam/sites/hobcawlongleafunderstory/,33.3242,-79.244,5,True,2024-01-27,2026-03-23
hobcawmaturelongleaf,https://phenocam.nau.edu/webcam/sites/hobcawmaturelongleaf/,33.3242,-79.2439,8,True,2018-12-17,2026-03-23
hohneck1,https://phenocam.nau.edu/webcam/sites/hohneck1/,48.038,7.01191,1349,True,2024-05-22,2026-03-23
hollandrice,https://phenocam.nau.edu/webcam/sites/hollandrice/,37.9832,-121.5838,-4,True,2025-04-11,2026-03-23
homesteadsprings,https://phenocam.nau.edu/webcam/sites/homesteadsprings/,37.2009,-92.9937,452,False,2019-03-10,2025-05-24
honouliuli,https://phenocam.nau.edu/webcam/sites/honouliuli/,21.37,-158.15,870,True,2017-09-27,2026-03-23
howland1,https://phenocam.nau.edu/webcam/sites/howland1/,45.2041,-68.7403,80,True,2007-01-01,2026-03-23
howland2,https://phenocam.nau.edu/webcam/sites/howland2/,45.2128,-68.7418,79,False,2008-03-30,2022-01-08
hubbardbrook,https://phenocam.nau.edu/webcam/sites/hubbardbrook/,43.9438,-71.701,253,True,2008-04-16,2026-02-06
hubbardbrooknfws,https://phenocam.nau.edu/webcam/sites/hubbardbrooknfws/,42.958,-71.7762,930,False,2012-09-24,2021-01-17
hubbardbrooksfws,https://phenocam.nau.edu/webcam/sites/hubbardbrooksfws/,43.9269,-71.7407,650,False,2012-03-05,2024-03-10
humnokericea,https://phenocam.nau.edu/webcam/sites/humnokericea/,34.58519,-91.75168,61,True,2015-06-24,2026-03-23
humnokericec,https://phenocam.nau.edu/webcam/sites/humnokericec/,34.58885,-91.75167,70,True,2015-06-24,2026-03-23
huntington,https://phenocam.nau.edu/webcam/sites/huntington/,43.97105,-74.22184,500,False,2008-02-20,2014-11-24
huyckpreserveny,https://phenocam.nau.edu/webcam/sites/huyckpreserveny/,42.5266,-74.1587,478,True,2015-04-06,2026-03-23
hwmo1,https://phenocam.nau.edu/webcam/sites/hwmo1/,20.0212,-155.7331,585,True,2019-06-16,2026-03-23
hwmo2,https://phenocam.nau.edu/webcam/sites/hwmo2/,19.9766,-155.8298,12,False,2019-06-15,2023-05-12
hwmo3,https://phenocam.nau.edu/webcam/sites/hwmo3/,21.5984,-158.0985,4,False,2019-06-22,2020-05-30
hwmo5,https://phenocam.nau.edu/webcam/sites/hwmo5/,20.1117,-155.8151,635,True,2019-12-14,2026-03-23
ibp,https://phenocam.nau.edu/webcam/sites/ibp/,32.589,-106.847,1325,True,2013-05-10,2026-03-23
ibp0,https://phenocam.nau.edu/webcam/sites/ibp0/,32.589,-106.847,1325,False,2012-02-03,2014-08-05
ICOSFR-Fon1,https://phenocam.nau.edu/webcam/sites/ICOSFR-Fon1/,48.47634,2.7801,115,False,2020-04-13,2026-03-10
imcrkfen,https://phenocam.nau.edu/webcam/sites/imcrkfen/,68.60583,-149.31101,900,True,2012-06-05,2025-09-26
imcrkridge0,https://phenocam.nau.edu/webcam/sites/imcrkridge0/,68.60681,-149.2958,951,False,2012-08-28,2019-06-12
imcrkridge1,https://phenocam.nau.edu/webcam/sites/imcrkridge1/,68.60681,-149.2958,951,True,2012-06-04,2025-09-26
imcrktussock,https://phenocam.nau.edu/webcam/sites/imcrktussock/,68.60633,-149.30408,918,True,2012-07-10,2025-09-12
inden001,https://phenocam.nau.edu/webcam/sites/inden001/,50.882,6.366,93,False,2020-10-28,2023-08-23
inden002,https://phenocam.nau.edu/webcam/sites/inden002/,50.882,6.366,93,False,2020-10-28,2023-08-23
innsbruck,https://phenocam.nau.edu/webcam/sites/innsbruck/,47.11617,11.32031,972,True,2012-05-11,2026-03-23
institutekarnobat,https://phenocam.nau.edu/webcam/sites/institutekarnobat/,42.6558,26.9837,262,True,2021-10-27,2026-03-23
intervale,https://phenocam.nau.edu/webcam/sites/intervale/,44.27352,-73.94924,500,False,2015-05-18,2016-03-30
it25matschb1p,https://phenocam.nau.edu/webcam/sites/it25matschb1p/,46.6767,10.5773,1106,True,2024-05-30,2026-03-23
it25matschb2,https://phenocam.nau.edu/webcam/sites/it25matschb2/,46.6863,10.5798,1490,True,2015-03-11,2026-03-23
it25matschb3,https://phenocam.nau.edu/webcam/sites/it25matschb3/,46.6917,10.5919,1930,True,2021-08-05,2026-03-23
it25matschf6,https://phenocam.nau.edu/webcam/sites/it25matschf6/,46.6955,10.648,2360,True,2018-10-11,2026-03-23
it25matschp2,https://phenocam.nau.edu/webcam/sites/it25matschp2/,46.6842,10.5851,1550,True,2017-03-23,2026-03-23
it25matschs3,https://phenocam.nau.edu/webcam/sites/it25matschs3/,46.7667,10.7108,2680,True,2016-11-01,2026-03-23
it25matschs4,https://phenocam.nau.edu/webcam/sites/it25matschs4/,46.707,10.6023,2400,True,2016-10-27,2026-03-23
ivotuk,https://phenocam.nau.edu/webcam/sites/ivotuk/,68.48287,-155.75166,600,False,2004-01-14,2013-12-31
jacksonforestmitchell,https://phenocam.nau.edu/webcam/sites/jacksonforestmitchell/,39.3754,-123.7525,60,True,2025-12-02,2026-03-23
jacksonforestparlin,https://phenocam.nau.edu/webcam/sites/jacksonforestparlin/,39.3619,-123.6564,40,True,2025-09-25,2026-03-23
jadraas,https://phenocam.nau.edu/webcam/sites/jadraas/,60.8148,16.5063,173,True,2017-01-16,2026-03-23
jasperridge,https://phenocam.nau.edu/webcam/sites/jasperridge/,37.40203,-122.22104,197,True,1999-12-31,2026-03-23
jerbajada,https://phenocam.nau.edu/webcam/sites/jerbajada/,32.57992,-106.63379,1402,True,2014-04-21,2026-03-23
jergrassland,https://phenocam.nau.edu/webcam/sites/jergrassland/,32.5833,-106.8333,1331,True,2019-02-18,2026-03-23
jergrassland2,https://phenocam.nau.edu/webcam/sites/jergrassland2/,32.5849,-106.8261,1328,True,2022-01-22,2026-03-23
jernort,https://phenocam.nau.edu/webcam/sites/jernort/,32.619,-106.788,1328,True,2014-03-04,2026-03-23
jernovel,https://phenocam.nau.edu/webcam/sites/jernovel/,32.6335,-106.8334,1324,True,2019-02-13,2026-03-23
jernovel2,https://phenocam.nau.edu/webcam/sites/jernovel2/,32.6465,-106.8333,1330,True,2022-01-22,2026-03-23
jernwern,https://phenocam.nau.edu/webcam/sites/jernwern/,32.6271,-106.7387,1325,True,2017-11-06,2026-03-23
jersand,https://phenocam.nau.edu/webcam/sites/jersand/,32.515,-106.798,1363,True,2014-02-28,2026-03-23
jershrubland,https://phenocam.nau.edu/webcam/sites/jershrubland/,32.6502,-106.8334,1328,True,2019-02-13,2026-03-23
jershrubland2,https://phenocam.nau.edu/webcam/sites/jershrubland2/,32.6638,-106.831,1336,True,2022-01-22,2026-03-23
joycekilmer,https://phenocam.nau.edu/webcam/sites/joycekilmer/,35.257,-83.795,1373,False,2006-06-06,2019-11-11
juncabalejo,https://phenocam.nau.edu/webcam/sites/juncabalejo/,36.93619,-6.37845,1,True,2016-11-08,2026-01-27
junipersavannah,https://phenocam.nau.edu/webcam/sites/junipersavannah/,34.4254,-105.8615,1931,True,2020-10-27,2026-03-23
jurong,https://phenocam.nau.edu/webcam/sites/jurong/,31.8068,119.2173,15,True,2017-10-21,2026-03-23
kamuela,https://phenocam.nau.edu/webcam/sites/kamuela/,20.01501,-155.66133,850,False,2010-02-22,2018-12-13
kamuela2,https://phenocam.nau.edu/webcam/sites/kamuela2/,20.01496,-155.66114,830,True,2018-12-15,2026-03-23
kansas,https://phenocam.nau.edu/webcam/sites/kansas/,39.0561,-95.1907,333,False,2012-03-17,2024-10-24
karlstift,https://phenocam.nau.edu/webcam/sites/karlstift/,48.567,14.7365,868,True,2026-02-26,2026-03-23
kaweah,https://phenocam.nau.edu/webcam/sites/kaweah/,36.4435,-118.90925,261,False,2008-08-28,2019-09-19
kegonsasolar,https://phenocam.nau.edu/webcam/sites/kegonsasolar/,42.9572,-89.2923,269,True,2025-07-31,2026-03-23
kelloggcorn,https://phenocam.nau.edu/webcam/sites/kelloggcorn/,42.43754,-85.32255,288,False,2014-05-24,2019-11-18
kelloggcorn2,https://phenocam.nau.edu/webcam/sites/kelloggcorn2/,42.396,-85.3756,285,False,2015-07-14,2021-12-30
kelloggcorn3,https://phenocam.nau.edu/webcam/sites/kelloggcorn3/,42.39601,-85.37425,287,False,2015-07-16,2021-12-30
kelloggcornsoy,https://phenocam.nau.edu/webcam/sites/kelloggcornsoy/,42.39601,-85.37529,285,False,2015-07-16,2021-12-30
kelloggcornsoy2,https://phenocam.nau.edu/webcam/sites/kelloggcornsoy2/,42.39576,-85.37425,287,False,2015-07-17,2021-12-30
kellogghybridpoplar,https://phenocam.nau.edu/webcam/sites/kellogghybridpoplar/,42.39527,-85.3753,283,False,2015-07-17,2021-12-30
kelloggmiscanthus,https://phenocam.nau.edu/webcam/sites/kelloggmiscanthus/,42.39528,-85.37561,285,False,2015-07-17,2021-12-15
kelloggnativegrass,https://phenocam.nau.edu/webcam/sites/kelloggnativegrass/,42.39576,-85.37456,286,False,2015-08-19,2021-12-30
kelloggoldfield,https://phenocam.nau.edu/webcam/sites/kelloggoldfield/,42.39601,-85.37456,286,False,2015-07-17,2021-12-30
kelloggrestoredprairie,https://phenocam.nau.edu/webcam/sites/kelloggrestoredprairie/,42.39576,-85.37528,285,False,2015-07-17,2021-12-30
kelloggswitchgrass,https://phenocam.nau.edu/webcam/sites/kelloggswitchgrass/,42.39576,-85.3756,285,False,2015-07-17,2021-12-30
kempnrs,https://phenocam.nau.edu/webcam/sites/kempnrs/,45.83992,-89.67755,539,True,2021-05-18,2026-03-23
kendall,https://phenocam.nau.edu/webcam/sites/kendall/,31.73652,-109.94185,1529,True,2012-07-06,2026-03-23
kenyasavannahkcl,https://phenocam.nau.edu/webcam/sites/kenyasavannahkcl/,-1.6035,37.095,1681,False,2018-07-29,2019-02-12
keplerltar,https://phenocam.nau.edu/webcam/sites/keplerltar/,40.7231,-77.9245,378,False,2018-04-25,2019-05-16
kingmanfarm,https://phenocam.nau.edu/webcam/sites/kingmanfarm/,43.1717,-70.9259,90,False,2016-07-06,2019-06-06
kirindymitea,https://phenocam.nau.edu/webcam/sites/kirindymitea/,-20.7863,44.1647,73,True,2024-07-14,2026-03-23
koffler,https://phenocam.nau.edu/webcam/sites/koffler/,44.03003,-79.53356,347,True,2025-02-11,2026-03-23
konza,https://phenocam.nau.edu/webcam/sites/konza/,39.0824,-96.5603,443,False,2012-03-17,2019-12-18
lacclair,https://phenocam.nau.edu/webcam/sites/lacclair/,46.95209,-71.66958,313,True,2014-08-23,2026-03-23
laclaflamme,https://phenocam.nau.edu/webcam/sites/laclaflamme/,47.32268,-71.12145,784,True,2014-09-10,2026-03-23
laselva,https://phenocam.nau.edu/webcam/sites/laselva/,10.4303,-84.0071,92,False,2022-04-20,2023-06-03
laselva2,https://phenocam.nau.edu/webcam/sites/laselva2/,10.4303,-84.0071,92,True,2023-10-12,2026-03-23
latnaturalforestedbog,https://phenocam.nau.edu/webcam/sites/latnaturalforestedbog/,46.528,-72.6463,125,True,2025-04-10,2026-03-23
latnaturalopenbog,https://phenocam.nau.edu/webcam/sites/latnaturalopenbog/,46.5317,-72.6447,125,True,2025-04-14,2026-03-23
laudernz01,https://phenocam.nau.edu/webcam/sites/laudernz01/,-45.0383,169.6814,387,True,2021-04-09,2026-03-23
laupahoehoe,https://phenocam.nau.edu/webcam/sites/laupahoehoe/,19.9322,-155.2912,1145,False,2016-11-14,2024-05-29
laurentides,https://phenocam.nau.edu/webcam/sites/laurentides/,45.9881,-74.0055,350,True,2011-09-12,2026-03-23
laurisilvatarifa,https://phenocam.nau.edu/webcam/sites/laurisilvatarifa/,36.0981,-5.5416,820,True,2026-01-15,2026-02-03
ldeocam,https://phenocam.nau.edu/webcam/sites/ldeocam/,41.0039,-73.9053,121,True,2020-10-13,2026-03-23
lethbridge,https://phenocam.nau.edu/webcam/sites/lethbridge/,49.70919,-112.94025,950,False,2011-12-07,2022-01-19
limnopolarlake1b,https://phenocam.nau.edu/webcam/sites/limnopolarlake1b/,-62.6472,-61.1081,74,False,2018-02-05,2023-02-07
limnopolarlake2,https://phenocam.nau.edu/webcam/sites/limnopolarlake2/,-62.6487,-61.1014,77,False,2017-02-02,2023-02-07
lisbran,https://phenocam.nau.edu/webcam/sites/lisbran/,4.74056,-75.58053,1874,False,2013-05-17,2016-12-01
lisbran2,https://phenocam.nau.edu/webcam/sites/lisbran2/,4.73749,-75.58378,1828,False,2015-02-19,2015-09-02
lisbran3,https://phenocam.nau.edu/webcam/sites/lisbran3/,4.73789,-75.58231,1860,False,2015-02-12,2016-12-01
litchidashu,https://phenocam.nau.edu/webcam/sites/litchidashu/,22.7687,120.4414,110,True,2024-02-02,2026-03-23
litchihengchun,https://phenocam.nau.edu/webcam/sites/litchihengchun/,21.9927,120.7295,30,True,2024-02-01,2026-03-23
litchihengchun2,https://phenocam.nau.edu/webcam/sites/litchihengchun2/,22.0211,120.7419,22,True,2025-10-07,2026-03-23
llanojuanes,https://phenocam.nau.edu/webcam/sites/llanojuanes/,36.927,-2.752,1615,True,2023-08-01,2026-03-23
lostcreek,https://phenocam.nau.edu/webcam/sites/lostcreek/,46.0827,-89.9792,480,True,2015-07-28,2026-03-23
lsitkuk1apn,https://phenocam.nau.edu/webcam/sites/lsitkuk1apn/,44.5167,-65.5727,146,True,2024-11-19,2026-03-23
lspdisturbedmarsh,https://phenocam.nau.edu/webcam/sites/lspdisturbedmarsh/,46.165,-72.685,6,True,2024-07-15,2026-03-23
lsprestoredmarsh,https://phenocam.nau.edu/webcam/sites/lsprestoredmarsh/,46.1488,-72.7268,4,True,2025-08-19,2026-03-23
luckyhills,https://phenocam.nau.edu/webcam/sites/luckyhills/,31.7439,-110.05202,1366,True,2013-04-30,2026-03-23
macleish,https://phenocam.nau.edu/webcam/sites/macleish/,42.4484,-72.6804,251,False,2017-02-10,2023-07-14
macordway,https://phenocam.nau.edu/webcam/sites/macordway/,44.8106,-93.0272,264,True,2019-07-11,2026-03-23
mammothcave,https://phenocam.nau.edu/webcam/sites/mammothcave/,37.18583,-86.10194,226,False,2002-01-01,2020-06-15
mandanh5,https://phenocam.nau.edu/webcam/sites/mandanh5/,46.77542,-100.95109,593,True,2015-09-16,2026-03-23
mandani2,https://phenocam.nau.edu/webcam/sites/mandani2/,46.7614,-100.9257,590,True,2016-04-22,2026-03-23
manilacotton,https://phenocam.nau.edu/webcam/sites/manilacotton/,35.8872,-90.1371,73,True,2016-06-05,2024-11-09
marcell,https://phenocam.nau.edu/webcam/sites/marcell/,47.5139,-93.46925,422,True,2014-05-21,2026-03-23
marchegg,https://phenocam.nau.edu/webcam/sites/marchegg/,48.2868,16.907,142,True,2026-03-03,2026-03-23
marena,https://phenocam.nau.edu/webcam/sites/marena/,36.06434,-97.21271,327,False,2012-06-12,2018-06-19
mataflux,https://phenocam.nau.edu/webcam/sites/mataflux/,-23.061,-48.6463,820,True,2023-08-15,2026-03-23
mayberry,https://phenocam.nau.edu/webcam/sites/mayberry/,38.04977,-121.76507,-5,True,2010-11-17,2026-03-11
mbayfireplot,https://phenocam.nau.edu/webcam/sites/mbayfireplot/,17.3195,-88.5569,76,True,2021-07-22,2026-03-23
mbaysavanna,https://phenocam.nau.edu/webcam/sites/mbaysavanna/,17.3192,-88.5671,76,True,2021-07-27,2026-03-19
mccastroville,https://phenocam.nau.edu/webcam/sites/mccastroville/,36.7831,-121.7688,3,True,2025-05-01,2026-02-28
mead1,https://phenocam.nau.edu/webcam/sites/mead1/,41.1651,-96.4766,361,True,2016-07-12,2026-03-23
mead2,https://phenocam.nau.edu/webcam/sites/mead2/,41.1649,-96.4701,362,True,2016-07-12,2026-03-23
mead3,https://phenocam.nau.edu/webcam/sites/mead3/,41.1797,-96.4397,363,True,2016-07-12,2026-03-23
meadpasture,https://phenocam.nau.edu/webcam/sites/meadpasture/,41.1447,-96.4616,356,True,2016-07-15,2026-03-23
meadpasturese,https://phenocam.nau.edu/webcam/sites/meadpasturese/,41.1447,-96.4616,356,True,2018-07-24,2026-03-23
meadpasturesw,https://phenocam.nau.edu/webcam/sites/meadpasturesw/,41.1447,-96.4616,356,True,2018-07-23,2026-03-23
merbleue,https://phenocam.nau.edu/webcam/sites/merbleue/,45.4094,-75.5187,69,True,2012-10-22,2026-03-23
mexchurin,https://phenocam.nau.edu/webcam/sites/mexchurin/,28.6982,-110.5392,441,True,2025-04-05,2026-03-23
mexchurin0,https://phenocam.nau.edu/webcam/sites/mexchurin0/,28.6982,-110.5392,441,False,2019-07-04,2023-05-23
millhaft,https://phenocam.nau.edu/webcam/sites/millhaft/,52.8008,-2.29883,137,True,2015-04-11,2026-03-23
millhaft06,https://phenocam.nau.edu/webcam/sites/millhaft06/,52.8008,-2.2988,137,True,2022-11-10,2026-03-23
millhaft07,https://phenocam.nau.edu/webcam/sites/millhaft07/,52.8008,-2.2988,137,True,2022-11-10,2026-03-23
